status, area, eccentricity, perimeter, compactness, aspect ratio, mean of GC, std. dev. of GC, mean of CEGC, std. dev. of CEGC, mean gradient magnitude, neighbour mean gradient magnitude, mean hue, mean saturation, mean value, std. dev. hue, std. dev. saturation, std. dev. value, energy, entropy
1, 7467, 0.37710308, 34.384776, 0.012600169, 0.9261713, 0.0063716793, 1.1973696, 0.0062923484, 1.1948618, 0, 0, 0.0062923484, 0.0062923484, 0.0062923484, 1.1948618, 1.1948618, 1.1948618, 0.00051267067, 0.36092692, 1.8871212
1, 5973, 0.69244382, 27.313708, 0.0099393722, 0.72147179, 0.0052565984, 1.0717514, 0.0052069239, 1.0698133, 0, 0, 0.0052069239, 0.0052069239, 0.0052069239, 1.0698133, 1.0698133, 1.0698133, 0.0004555542, 0.19721925, 1.8871212
1, 30331, 0.71664789, 153.33809, 0.061688403, 0.69743514, 0.035978781, 2.4867281, 0.036327231, 2.4924664, 0, 0, 0.036327231, 0.036327231, 0.036327231, 2.4924664, 2.4924664, 2.4924664, 0.0046895519, 0.083311547, 1.8856061
1, 6284, 0.7650987, 28.142135, 0.010029241, 0.64391303, 0.0055209664, 1.0920861, 0.0054942197, 1.0912913, 0, 0, 0.0054942197, 0.0054942197, 0.0054942197, 1.0912913, 1.0912913, 1.0912913, 0.00056812406, 0.030207225, 1.8856061
1, 10879, 0.86961104, 51.698484, 0.019550451, 0.49373743, 0.0095872091, 1.4442929, 0.0095255431, 1.4428633, 0, 0, 0.0095255431, 0.0095255431, 0.0095255431, 1.4428633, 1.4428633, 1.4428633, 0.00089313142, 0.036057152, 1.8856061
1, 12151, 0.86838644, 58.769552, 0.022619493, 0.49588808, 0.010340575, 1.52382, 0.010427502, 1.5259557, 0, 0, 0.010427502, 0.010427502, 0.010427502, 1.5259557, 1.5259557, 1.5259557, 0.0008392501, 0.03702589, 1.8856061
1, 16245, 0.85966639, 75.597979, 0.027995665, 0.51085585, 0.015286487, 1.7786828, 0.01559556, 1.7853821, 0, 0, 0.01559556, 0.01559556, 0.01559556, 1.7853821, 1.7853821, 1.7853821, 0.0015219342, 0.045490196, 1.8856061
1, 15986, 0.84632712, 74.426406, 0.027574295, 0.53266352, 0.015356326, 1.7670718, 0.01524711, 1.7650305, 0, 0, 0.01524711, 0.01524711, 0.01524711, 1.7650305, 1.7650305, 1.7650305, 0.0015977022, 0.045674621, 1.8856061
1, 31347, 0.67660698, 144.95332, 0.053339688, 0.73634434, 0.033830872, 2.4913581, 0.034175607, 2.4959876, 0, 0, 0.034175607, 0.034175607, 0.034175607, 2.4959876, 2.4959876, 2.4959876, 0.0045378394, 0.077497087, 1.8856061
1, 17268, 0.48517141, 81.254833, 0.030426115, 0.87441909, 0.01583108, 1.825618, 0.016008648, 1.8287996, 0, 0, 0.016008648, 0.016008648, 0.016008648, 1.8287996, 1.8287996, 1.8287996, 0.0016059579, 0.045800274, 1.8856061
1, 30843, 0.62187986, 147.19596, 0.055901736, 0.78311265, 0.033534429, 2.4572303, 0.034473536, 2.4666308, 0, 0, 0.034473536, 0.034473536, 0.034473536, 2.4666308, 2.4666308, 2.4666308, 0.0055703241, 0.078706997, 1.8856061
1, 12667, 0.2927304, 56.870057, 0.020318128, 0.956195, 0.011186811, 1.5535104, 0.011567951, 1.5602152, 0, 0, 0.011567951, 0.011567951, 0.011567951, 1.5602152, 1.5602152, 1.5602152, 0.0012596202, 0.038806303, 1.8856061
1, 18028, 0.86448784, 83.84062, 0.03102784, 0.50265372, 0.015753068, 1.8585078, 0.015764956, 1.8587875, 0, 0, 0.015764956, 0.015764956, 0.015764956, 1.8587875, 1.8587875, 1.8587875, 0.0015065295, 0.046162031, 1.8856061
1, 6545, 0.68880705, 29.556349, 0.010621407, 0.72494471, 0.0052497845, 1.1037454, 0.0052520134, 1.1037928, 0, 0, 0.0052520134, 0.0052520134, 0.0052520134, 1.1037928, 1.1037928, 1.1037928, 0.00051450857, 0.029332725, 1.8856061
1, 13442, 0.78064845, 63.112698, 0.023580865, 0.62497038, 0.011593955, 1.5990851, 0.011637047, 1.5998294, 0, 0, 0.011637047, 0.011637047, 0.011637047, 1.5998294, 1.5998294, 1.5998294, 0.0011496632, 0.039120434, 1.8856061
1, 9344, 0.94331865, 45.112698, 0.017332248, 0.33188841, 0.0072728759, 1.3227919, 0.007270647, 1.3227619, 0, 0, 0.007270647, 0.007270647, 0.007270647, 1.3227619, 1.3227619, 1.3227619, 0.0005212049, 0.032035264, 1.8856061
1, 12148, 0.74085953, 61.597979, 0.024855258, 0.67166001, 0.0098316443, 1.5140743, 0.009859134, 1.5145297, 0, 0, 0.009859134, 0.009859134, 0.009859134, 1.5145297, 1.5145297, 1.5145297, 0.00080586178, 0.021619294, 1.8856061
1, 18274, 0.89011672, 85.84062, 0.032087967, 0.45573261, 0.015545781, 1.8709118, 0.015406104, 1.8685189, 0, 0, 0.015406104, 0.015406104, 0.015406104, 1.8685189, 1.8685189, 1.8685189, 0.001239566, 0.044409991, 1.8856061
-1, 15217, 0.96432571, 72.426406, 0.027431842, 0.26471859, 0.012654165, 1.7026975, 0.01257021, 1.7011184, 0, 0, 0.01257021, 0.01257021, 0.01257021, 1.7011184, 1.7011184, 1.7011184, 0.0009571574, 0.04036581, 1.8856061
1, 20139, 0.504569, 83.254833, 0.027388683, 0.86337137, 0.021008684, 1.9147707, 0.021415208, 1.9273784, 0, 0, 0.021415208, 0.021415208, 0.021415208, 1.9273784, 1.9273784, 1.9273784, 0.0021431095, 0.4322549, 1.8886364
1, 15487, 0.65834598, 73.597979, 0.027832654, 0.75271547, 0.012507288, 1.6988233, 0.012441265, 1.6966475, 0, 0, 0.012441265, 0.012441265, 0.012441265, 1.6966475, 1.6966475, 1.6966475, 0.0007613622, 0.28724599, 1.8886364
1, 7438, 0.63311883, 31.313708, 0.010490664, 0.77405459, 0.0067120965, 1.1873022, 0.0065310894, 1.18145, 0, 0, 0.0065310894, 0.0065310894, 0.0065310894, 1.18145, 1.18145, 1.18145, 0.00071337755, 0.12667558, 1.8886364
1, 19552, 0.84883542, 80.183766, 0.026168079, 0.5286572, 0.022442656, 1.9405699, 0.022227111, 1.9355464, 0, 0, 0.022227111, 0.022227111, 0.022227111, 1.9355464, 1.9355464, 1.9355464, 0.0025447982, 0.068005204, 1.8901515
1, 14156, 0.73742704, 63.112698, 0.022391494, 0.67542678, 0.013975644, 1.6592633, 0.013695657, 1.6527379, 0, 0, 0.013695657, 0.013695657, 0.013695657, 1.6527379, 1.6527379, 1.6527379, 0.0015120715, 0.053010663, 1.8901515
1, 80326, 0.57137085, 269.80613, 0.072116995, 0.820692, 0.12059956, 3.885156, 0.11969441, 3.8771473, 0, 0, 0.11969441, 0.11969441, 0.11969441, 3.8771473, 3.8771473, 3.8771473, 0.014569193, 0.26197604, 1.8901515
1, 16154, 0.88216134, 73.597979, 0.026683441, 0.4709473, 0.013915647, 1.7446816, 0.013723804, 1.7400253, 0, 0, 0.013723804, 0.013723804, 0.013723804, 1.7400253, 1.7400253, 1.7400253, 0.0010837025, 0.05056765, 1.8901515
1, 13165, 0.68004684, 61.355338, 0.02275485, 0.73316866, 0.011195033, 1.5735425, 0.011197996, 1.5736338, 0, 0, 0.011197996, 0.011197996, 0.011197996, 1.5736338, 1.5736338, 1.5736338, 0.00091704039, 0.046247969, 1.8901515
1, 22482, 0.3726073, 95.154328, 0.032048838, 0.92798913, 0.021442703, 1.9906642, 0.02148122, 1.9914689, 0, 0, 0.02148122, 0.02148122, 0.02148122, 1.9914689, 1.9914689, 1.9914689, 0.0029038151, 0.062842275, 1.8901515
1, 6614, 0.79921629, 28.727922, 0.0099296597, 0.60104352, 0.0061256401, 1.1335308, 0.0061248994, 1.133639, 0, 0, 0.0061248994, 0.0061248994, 0.0061248994, 1.133639, 1.133639, 1.133639, 0.00051819708, 0.039296145, 1.8901515
-1, 39565, 0.97865238, 162.99495, 0.053435177, 0.20552257, 0.037250114, 2.6639258, 0.037751572, 2.6757116, 0, 0, 0.037751572, 0.037751572, 0.037751572, 2.6757116, 2.6757116, 2.6757116, 0.0031180221, 0.090469846, 1.8901515
-1, 10259, 0.98134621, 47.698484, 0.01764795, 0.19224885, 0.0083225746, 1.3871199, 0.0084573831, 1.3921131, 0, 0, 0.0084573831, 0.0084573831, 0.0084573831, 1.3921131, 1.3921131, 1.3921131, 0.00055333786, 0.029606641, 1.8901515
1, 31804, 0.77123853, 151.4386, 0.057382776, 0.63654625, 0.030787676, 2.4987796, 0.030869978, 2.500313, 0, 0, 0.030869978, 0.030869978, 0.030869978, 2.500313, 2.500313, 2.500313, 0.0030356485, 0.53348995, 1.8863636
1, 10367, 0.71348577, 48.04163, 0.017716279, 0.70066971, 0.01016691, 1.4270608, 0.010105369, 1.425504, 0, 0, 0.010105369, 0.010105369, 0.010105369, 1.425504, 1.425504, 1.425504, 0.0010555637, 0.31623128, 1.8863636
1, 13096, 0.76357637, 67.84062, 0.027966047, 0.64571756, 0.011316174, 1.5910644, 0.011310984, 1.5909747, 0, 0, 0.011310984, 0.011310984, 0.011310984, 1.5909747, 1.5909747, 1.5909747, 0.00085637154, 0.20937794, 1.8863636
1, 5910, 0.44213139, 27.556349, 0.010224592, 0.8969503, 0.0054608307, 1.073082, 0.0054415764, 1.0729868, 0, 0, 0.0054415764, 0.0054415764, 0.0054415764, 1.0729868, 1.0729868, 1.0729868, 0.00056613615, 0.77609108, 1.8878788
1, 23729, 0.68654039, 109.05382, 0.039883429, 0.72709167, 0.027845181, 2.184895, 0.027417583, 2.1778417, 0, 0, 0.027417583, 0.027417583, 0.027417583, 2.1778417, 2.1778417, 2.1778417, 0.0037083721, 0.075703577, 1.8878788
1, 11108, 0.8379625, 52.284271, 0.019583773, 0.54572779, 0.0088375209, 1.4477173, 0.0089044493, 1.4489933, 0, 0, 0.0089044493, 0.0089044493, 0.0089044493, 1.4489933, 1.4489933, 1.4489933, 0.00068564579, 0.020468335, 1.8878788
1, 6519, 0.54807308, 29.556349, 0.010663769, 0.83643043, 0.0057982288, 1.1206936, 0.0059164689, 1.1257468, 0, 0, 0.0059164689, 0.0059164689, 0.0059164689, 1.1257468, 1.1257468, 1.1257468, 0.00050060503, 0.030365738, 1.8878788
1, 68402, 0.88743343, 328.47518, 0.12552391, 0.46093589, 0.072666375, 3.6409956, 0.073336402, 3.6490879, 0, 0, 0.073336402, 0.073336402, 0.073336402, 3.6490879, 3.6490879, 3.6490879, 0.0086145028, 0.16127204, 1.8878788
1, 7718, 0.85551742, 36.627417, 0.013832413, 0.51777405, 0.0064437158, 1.2157515, 0.0064362793, 1.215568, 0, 0, 0.0064362793, 0.0064362793, 0.0064362793, 1.215568, 1.215568, 1.215568, 0.00049883558, 0.031214618, 1.8878788
1, 6138, 0.61696908, 26.485281, 0.009094366, 0.78698736, 0.0055952127, 1.0997415, 0.0056747831, 1.1032906, 0, 0, 0.0056747831, 0.0056747831, 0.0056747831, 1.1032906, 1.1032906, 1.1032906, 0.00047261451, 0.030080069, 1.8878788
1, 7437, 0.53899899, 34.384776, 0.012650997, 0.84230644, 0.0070512768, 1.2078369, 0.0071293599, 1.2105139, 0, 0, 0.0071293599, 0.0071293599, 0.0071293599, 1.2105139, 1.2105139, 1.2105139, 0.00076806004, 0.033324624, 1.8878788
1, 8597, 0.76949203, 38.384776, 0.013638331, 0.63865644, 0.0073338633, 1.282954, 0.0073836878, 1.2848312, 0, 0, 0.0073836878, 0.0073836878, 0.0073836878, 1.2848312, 1.2848312, 1.2848312, 0.00054580404, 0.032891475, 1.8878788
1, 10079, 0.85386303, 50.284271, 0.019963515, 0.52049774, 0.0082812717, 1.3898588, 0.0082604496, 1.3891033, 0, 0, 0.0082604496, 0.0082604496, 0.0082604496, 1.3891033, 1.3891033, 1.3891033, 0.000519444, 0.034117763, 1.8878788
1, 9580, 0.75865493, 47.698484, 0.018898781, 0.65149266, 0.0082582186, 1.3568466, 0.0082269854, 1.3559603, 0, 0, 0.0082269854, 0.0082269854, 0.0082269854, 1.3559603, 1.3559603, 1.3559603, 0.00065444323, 0.03430821, 1.8878788
1, 12885, 0.82807256, 59.941125, 0.022189907, 0.56062096, 0.014557667, 1.6069328, 0.014617159, 1.6089612, 0, 0, 0.014617159, 0.014617159, 0.014617159, 1.6089612, 1.6089612, 1.6089612, 0.0018533063, 0.048268854, 1.8878788
1, 18849, 0.84416409, 91.154328, 0.035079743, 0.53608489, 0.017549365, 1.9109809, 0.017613319, 1.9126312, 0, 0, 0.017613319, 0.017613319, 0.017613319, 1.9126312, 1.9126312, 1.9126312, 0.0015529315, 0.050928136, 1.8878788
1, 9098, 0.71560204, 38.727922, 0.013118754, 0.6985082, 0.0084656966, 1.3281319, 0.0084114102, 1.3266294, 0, 0, 0.0084114102, 0.0084114102, 0.0084114102, 1.3266294, 1.3266294, 1.3266294, 0.00083643815, 0.035061866, 1.8878788
1, 11876, 0.43173604, 53.455844, 0.019147423, 0.90200001, 0.012308129, 1.5371132, 0.012250125, 1.5360374, 0, 0, 0.012250125, 0.012250125, 0.012250125, 1.5360374, 1.5360374, 1.5360374, 0.0014593704, 0.043254542, 1.8878788
1, 8370, 0.72794586, 36.970562, 0.012995015, 0.68563461, 0.007827646, 1.2751696, 0.0078811887, 1.2772163, 0, 0, 0.0078811887, 0.0078811887, 0.0078811887, 1.2772163, 1.2772163, 1.2772163, 0.00073612644, 0.034178149, 1.8878788
1, 9970, 0.82228409, 46.04163, 0.016919844, 0.56907719, 0.0086493778, 1.3902715, 0.0085527035, 1.3877729, 0, 0, 0.0085527035, 0.0085527035, 0.0085527035, 1.3877729, 1.3877729, 1.3877729, 0.00070915057, 0.035409082, 1.8878788
1, 7540, 0.83628978, 33.556349, 0.011884152, 0.54828769, 0.0070624315, 1.2140617, 0.0071048195, 1.215887, 0, 0, 0.0071048195, 0.0071048195, 0.0071048195, 1.215887, 1.215887, 1.215887, 0.00065729721, 0.032749801, 1.8878788
-1, 11552, 0.88903605, 39.79899, 0.010911314, 0.45783719, 0.011961589, 1.5451795, 0.013013108, 1.6426853, 0, 0, 0.013013108, 0.013013108, 0.013013108, 1.6426853, 1.6426853, 1.6426853, 0.00075846713, 0.040507005, 1.8878788
-1, 8369, 0.81759864, 40.870057, 0.0158828, 0.57578856, 0.0074714383, 1.2659507, 0.0073859187, 1.2634237, 0, 0, 0.0073859187, 0.0073859187, 0.0073859187, 1.2634237, 1.2634237, 1.2634237, 0.00068841601, 0.033686936, 1.8878788
-1, 14343, 0.98623075, 66.284271, 0.024376486, 0.16537504, 0.011360721, 1.6538509, 0.011316846, 1.652919, 0, 0, 0.011316846, 0.011316846, 0.011316846, 1.652919, 1.652919, 1.652919, 0.00067043508, 0.038983435, 1.8878788
1, 7868, 0.61456245, 38.04163, 0.014636729, 0.78886819, 0.0066877774, 1.2061235, 0.0069211843, 1.2156061, 0, 0, 0.0069211843, 0.0069211843, 0.0069211843, 1.2156061, 1.2156061, 1.2156061, 0.00056233135, 0.022120188, 1.8886364
1, 17100, 0.8406472, 85.497474, 0.034017359, 0.54158312, 0.012987534, 1.78902, 0.012994968, 1.7891442, 0, 0, 0.012994968, 0.012994968, 0.012994968, 1.7891442, 1.7891442, 1.7891442, 0.00076353212, 0.031758353, 1.8886364
1, 7179, 0.77010156, 30.727922, 0.010466285, 0.63792127, 0.0059444432, 1.1514255, 0.0059258599, 1.1511057, 0, 0, 0.0059258599, 0.0059258599, 0.0059258599, 1.1511057, 1.1511057, 1.1511057, 0.00064125413, 0.02116723, 1.8886364
1, 6433, 0.76849501, 26.485281, 0.008677323, 0.6398558, 0.0052063124, 1.0852646, 0.0052219224, 1.0857059, 0, 0, 0.0052219224, 0.0052219224, 0.0052219224, 1.0857059, 1.0857059, 1.0857059, 0.00050809095, 0.010914551, 1.8886364
1, 13625, 0.81472563, 66.426406, 0.025771229, 0.57984668, 0.010993169, 1.5965295, 0.011019929, 1.5971243, 0, 0, 0.011019929, 0.011019929, 0.011019929, 1.5971243, 1.5971243, 1.5971243, 0.0008398231, 0.029285281, 1.8886364
1, 11623, 0.48517301, 50.627417, 0.017548639, 0.8744182, 0.0093511436, 1.4686597, 0.0093734436, 1.4692794, 0, 0, 0.0093734436, 0.0093734436, 0.0093734436, 1.4692794, 1.4692794, 1.4692794, 0.00076966936, 0.026680528, 1.8886364
1, 36120, 0.88489418, 169.92388, 0.063613783, 0.46579212, 0.032077842, 2.6079013, 0.031978235, 2.6070193, 0, 0, 0.031978235, 0.031978235, 0.031978235, 2.6070193, 2.6070193, 2.6070193, 0.0031934951, 0.067666984, 1.8886364
1, 7229, 0.5324695, 30.727922, 0.010393894, 0.8464492, 0.006404567, 1.1629895, 0.0063859837, 1.1624555, 0, 0, 0.0063859837, 0.0063859837, 0.0063859837, 1.1624555, 1.1624555, 1.1624555, 0.00064666604, 0.021931907, 1.8886364
1, 10805, 0.57324624, 46.627417, 0.016012092, 0.81938314, 0.0099673676, 1.41899, 0.0099056709, 1.4177062, 0, 0, 0.0099056709, 0.0099056709, 0.0099056709, 1.4177062, 1.4177062, 1.4177062, 0.0011596394, 0.028826706, 1.8886364
1, 7977, 0.33144954, 38.04163, 0.014436728, 0.94347292, 0.0070482944, 1.2240899, 0.0070304544, 1.2237851, 0, 0, 0.0070304544, 0.0070304544, 0.0070304544, 1.2237851, 1.2237851, 1.2237851, 0.00072468072, 0.023120506, 1.8886364
1, 15128, 0.88644269, 70.08326, 0.02583671, 0.46283835, 0.013181544, 1.6734483, 0.013158501, 1.6731284, 0, 0, 0.013158501, 0.013158501, 0.013158501, 1.6731284, 1.6731284, 1.6731284, 0.001260276, 0.033532588, 1.8886364
1, 9527, 0.86304435, 44.284271, 0.016380719, 0.50512815, 0.0081945157, 1.3371292, 0.0081870823, 1.3370465, 0, 0, 0.0081870823, 0.0081870823, 0.0081870823, 1.3370465, 1.3370465, 1.3370465, 0.00075826957, 0.024899362, 1.8886364
1, 13925, 0.81402988, 62.526911, 0.022342352, 0.580823, 0.012358674, 1.611355, 0.012339347, 1.6111951, 0, 0, 0.012339347, 0.012339347, 0.012339347, 1.6111951, 1.6111951, 1.6111951, 0.0012770768, 0.03240983, 1.8886364
1, 8803, 0.85719317, 37.79899, 0.012915755, 0.51499504, 0.0074296248, 1.2622429, 0.0074667915, 1.2634152, 0, 0, 0.0074667915, 0.0074667915, 0.0074667915, 1.2634152, 1.2634152, 1.2634152, 0.00074436603, 0.023574461, 1.8886364
1, 7489, 0.56893558, 32.970562, 0.011550985, 0.82238209, 0.0062603602, 1.1771124, 0.0062551569, 1.1769852, 0, 0, 0.0062551569, 0.0062551569, 0.0062551569, 1.1769852, 1.1769852, 1.1769852, 0.00057432335, 0.021473332, 1.8886364
1, 14762, 0.70554267, 65.355338, 0.023025394, 0.70866746, 0.014503193, 1.6801769, 0.014420683, 1.6784316, 0, 0, 0.014420683, 0.014420683, 0.014420683, 1.6784316, 1.6784316, 1.6784316, 0.0016204366, 0.037236998, 1.8886364
1, 56957, 0.72468737, 235.62236, 0.077566831, 0.68907779, 0.065414892, 3.2916744, 0.067644151, 3.3245309, 0, 0, 0.067644151, 0.067644151, 0.067644151, 3.3245309, 3.3245309, 3.3245309, 0.0076172175, 0.13924168, 1.8886364
1, 17653, 0.73838168, 80.08326, 0.028910467, 0.67438304, 0.015520074, 1.8250095, 0.015458377, 1.8237813, 0, 0, 0.015458377, 0.015458377, 0.015458377, 1.8237813, 1.8237813, 1.8237813, 0.0012730744, 0.037662075, 1.8886364
