status, area, eccentricity, perimeter, compactness, aspect ratio, mean of GC, std. dev. of GC, mean of CEGC, std. dev. of CEGC, mean gradient magnitude, neighbour mean gradient magnitude, mean hue, mean saturation, mean value, std. dev. hue, std. dev. saturation, std. dev. value, energy, entropy
1, 7516, 0.7929598, 33.79899, 0.012095137, 0.60927397, 0.0065532339, 1.1868642, 0.0065153238, 1.1856466, 0, 0, 0.0065153238, 0.0065153238, 0.0065153238, 1.1856466, 1.1856466, 1.1856466, 0.00059125439, 0.022240319, 1.8886364
1, 14189, 0.77952094, 59.698484, 0.019987798, 0.62637615, 0.014547049, 1.6373316, 0.014636993, 1.6403845, 0, 0, 0.014636993, 0.014636993, 0.014636993, 1.6403845, 1.6403845, 1.6403845, 0.0016543599, 0.038075601, 1.8886364
1, 14710, 0.61887253, 73.254833, 0.0290302, 0.78549141, 0.012196126, 1.6708493, 0.012149386, 1.6700375, 0, 0, 0.012149386, 0.012149386, 0.012149386, 1.6700375, 1.6700375, 1.6700375, 0.00097477774, 0.66103286, 1.8871212
1, 8327, 0.68444328, 40.627417, 0.015773933, 0.72906613, 0.007953189, 1.2746793, 0.0078463551, 1.2712309, 0, 0, 0.0078463551, 0.0078463551, 0.0078463551, 1.2712309, 1.2712309, 1.2712309, 0.0007665914, 0.33375679, 1.8871212
1, 14704, 0.48414758, 65.112698, 0.022944892, 0.87498635, 0.017211567, 1.7217705, 0.016451896, 1.7056015, 0, 0, 0.016451896, 0.016451896, 0.016451896, 1.7056015, 1.7056015, 1.7056015, 0.0024310623, 0.50225462, 1.8871212
1, 5956, 0.55921778, 27.556349, 0.010145625, 0.8290208, 0.0050049397, 1.0603624, 0.0049797409, 1.0597962, 0, 0, 0.0049797409, 0.0049797409, 0.0049797409, 1.0597962, 1.0597962, 1.0597962, 0.00055426086, 0.58848392, 1.8871212
1, 9390, 0.64920105, 39.213203, 0.013031343, 0.76061684, 0.0097816232, 1.3313258, 0.0096069513, 1.3248971, 0, 0, 0.0096069513, 0.0096069513, 0.0096069513, 1.3248971, 1.3248971, 1.3248971, 0.0010992207, 0.48922476, 1.8878788
1, 10181, 0.92292067, 42.970562, 0.014432507, 0.38499016, 0.0091465874, 1.3817368, 0.00905111, 1.3790777, 0, 0, 0.00905111, 0.00905111, 0.00905111, 1.3790777, 1.3790777, 1.3790777, 0.00090191653, 0.47964779, 1.8878788
-1, 19035, 0.94025027, 87.254833, 0.031828505, 0.34048411, 0.015546534, 1.888041, 0.015411089, 1.8845353, 0, 0, 0.015411089, 0.015411089, 0.015411089, 1.8845353, 1.8845353, 1.8845353, 0.0010057109, 0.55307734, 1.8878788
-1, 14039, 0.99152887, 63.941125, 0.023174721, 0.12988646, 0.011124228, 1.627186, 0.011070938, 1.6255152, 0, 0, 0.011070938, 0.011070938, 0.011070938, 1.6255152, 1.6255152, 1.6255152, 0.00063444342, 0.34919208, 1.8878788
1, 14961, 0.8678455, 71.84062, 0.027451726, 0.49683416, 0.012459199, 1.6888855, 0.012425908, 1.6881284, 0, 0, 0.012425908, 0.012425908, 0.012425908, 1.6881284, 1.6881284, 1.6881284, 0.00087445555, 0.031868991, 1.8886364
1, 26450, 0.66643054, 145.58073, 0.063763518, 0.74556714, 0.022566531, 2.2471425, 0.022485892, 2.2461622, 0, 0, 0.022485892, 0.022485892, 0.022485892, 2.2461622, 2.2461622, 2.2461622, 0.0018950113, 0.048805605, 1.8886364
1, 16512, 0.48486289, 77.012193, 0.028583107, 0.87459016, 0.017405592, 1.8218427, 0.017228777, 1.8177292, 0, 0, 0.017228777, 0.017228777, 0.017228777, 1.8177292, 1.8177292, 1.8177292, 0.001785352, 0.043383847, 1.8886364
1, 6546, 0.47937001, 27.899495, 0.00946252, 0.87761289, 0.0059947089, 1.1252148, 0.0059199877, 1.1220446, 0, 0, 0.0059199877, 0.0059199877, 0.0059199877, 1.1220446, 1.1220446, 1.1220446, 0.00053772226, 0.02204443, 1.8886364
1, 72486, 0.8699567, 344.13203, 0.13001283, 0.49312812, 0.10724189, 4.0731899, 0.10716421, 4.0747131, 0, 0, 0.10716421, 0.10716421, 0.10716421, 4.0747131, 4.0747131, 4.0747131, 0.01025176, 0.21854, 1.8886364
1, 52806, 0.9237178, 252.24978, 0.095888927, 0.38307366, 0.061082702, 3.3094142, 0.059712568, 3.2903868, 0, 0, 0.059712568, 0.059712568, 0.059712568, 3.2903868, 3.2903868, 3.2903868, 0.0061474065, 0.12844821, 1.8886364
1, 9153, 0.82394018, 42.870057, 0.015978456, 0.5666768, 0.0087963826, 1.3298224, 0.0087556929, 1.3287566, 0, 0, 0.0087556929, 0.0087556929, 0.0087556929, 1.3287566, 1.3287566, 1.3287566, 0.0009608054, 0.027370594, 1.8886364
1, 11639, 0.90836929, 57.355338, 0.022491694, 0.4181689, 0.0091855245, 1.4805522, 0.0091870041, 1.4806137, 0, 0, 0.0091870041, 0.0091870041, 0.0091870041, 1.4806137, 1.4806137, 1.4806137, 0.00056796882, 0.026043126, 1.8886364
1, 10873, 0.91898442, 50.284271, 0.018505681, 0.39429384, 0.0097189301, 1.4479073, 0.0096027793, 1.4447252, 0, 0, 0.0096027793, 0.0096027793, 0.0096027793, 1.4447252, 1.4447252, 1.4447252, 0.00086667493, 0.028598121, 1.8886364
1, 8330, 0.70127899, 36.142135, 0.012478798, 0.71288693, 0.0079359795, 1.2788191, 0.0079308008, 1.278849, 0, 0, 0.0079308008, 0.0079308008, 0.0079308008, 1.278849, 1.278849, 1.278849, 0.00071674975, 0.025583618, 1.8886364
1, 6291, 0.5996271, 28.727922, 0.01043948, 0.80027956, 0.0055700559, 1.0986796, 0.0055744948, 1.0989603, 0, 0, 0.0055744948, 0.0055744948, 0.0055744948, 1.0989603, 1.0989603, 1.0989603, 0.00045869354, 0.0211265, 1.8886364
1, 13330, 0.31956113, 60.526911, 0.021870414, 0.94756567, 0.015911169, 1.6690439, 0.01654223, 1.6906545, 0, 0, 0.01654223, 0.01654223, 0.01654223, 1.6906545, 1.6906545, 1.6906545, 0.0018057103, 0.041307914, 1.8886364
1, 6298, 0.7298361, 28.142135, 0.010006946, 0.68362218, 0.0053015036, 1.0878792, 0.0052630333, 1.086611, 0, 0, 0.0052630333, 0.0052630333, 0.0052630333, 1.086611, 1.086611, 1.086611, 0.00045689961, 0.011835316, 1.8886364
1, 34326, 0.51945054, 170.06602, 0.067050498, 0.85450053, 0.034646164, 2.6014274, 0.035138272, 2.6085226, 0, 0, 0.035138272, 0.035138272, 0.035138272, 2.6085226, 2.6085226, 2.6085226, 0.0038888645, 0.47743519, 1.8871212
1, 8798, 0.64485694, 40.142135, 0.014574952, 0.76430327, 0.0080449241, 1.3091832, 0.0080004565, 1.3078122, 0, 0, 0.0080004565, 0.0080004565, 0.0080004565, 1.3078122, 1.3078122, 1.3078122, 0.00070303283, 0.53700221, 1.8871212
1, 7657, 0.38537331, 34.142135, 0.012114705, 0.92276078, 0.0060424013, 1.205638, 0.0060550005, 1.2058725, 0, 0, 0.0060550005, 0.0060550005, 0.0060550005, 1.2058725, 1.2058725, 1.2058725, 0.00046303665, 0.51935272, 1.8871212
1, 7654, 0.82530034, 37.213203, 0.014397788, 0.56469405, 0.0066701351, 1.2143925, 0.0066471602, 1.213893, 0, 0, 0.0066471602, 0.0066471602, 0.0066471602, 1.213893, 1.213893, 1.213893, 0.00067303167, 0.52803168, 1.8871212
1, 7910, 0.59055003, 40.04163, 0.016130103, 0.80700105, 0.0066056572, 1.2283097, 0.0066679118, 1.2294016, 0, 0, 0.0066679118, 0.0066679118, 0.0066679118, 1.2294016, 1.2294016, 1.2294016, 0.00069467799, 0.52627257, 1.8871212
1, 9310, 0.82828662, 41.79899, 0.014933858, 0.56030464, 0.008438577, 1.3431465, 0.0083501099, 1.3406731, 0, 0, 0.0083501099, 0.0083501099, 0.0083501099, 1.3406731, 1.3406731, 1.3406731, 0.00077257812, 0.21187267, 1.8878788
1, 10285, 0.77064219, 49.698484, 0.019110503, 0.63726807, 0.0084445244, 1.3834563, 0.0084705442, 1.3840404, 0, 0, 0.0084705442, 0.0084705442, 0.0084705442, 1.3840404, 1.3840404, 1.3840404, 0.00076420006, 0.21036883, 1.8878788
1, 20969, 0.69518824, 98.325901, 0.036690048, 0.71882772, 0.01681322, 2.0005961, 0.016827345, 2.0008503, 0, 0, 0.016827345, 0.016827345, 0.016827345, 2.0008503, 2.0008503, 2.0008503, 0.0010758365, 0.16294368, 1.8878788
1, 20140, 0.88352188, 95.154328, 0.035775669, 0.4683899, 0.019043484, 1.9863859, 0.0188948, 1.9828069, 0, 0, 0.0188948, 0.0188948, 0.0188948, 1.9828069, 1.9828069, 1.9828069, 0.0015678662, 0.27555478, 1.8878788
1, 7795, 0.69768476, 36.384776, 0.013514918, 0.71640491, 0.0068840828, 1.2290477, 0.0068238656, 1.2267137, 0, 0, 0.0068238656, 0.0068238656, 0.0068238656, 1.2267137, 1.2267137, 1.2267137, 0.00054065738, 0.20258739, 1.8878788
1, 7738, 0.69481553, 34.384776, 0.012158887, 0.71918797, 0.0074193462, 1.2318456, 0.0075308594, 1.2375127, 0, 0, 0.0075308594, 0.0075308594, 0.0075308594, 1.2375127, 1.2375127, 1.2375127, 0.00061919005, 0.20714134, 1.8878788
1, 8141, 0.48124156, 35.556349, 0.012357958, 0.87658805, 0.0078014648, 1.2627372, 0.0077650372, 1.2613935, 0, 0, 0.0077650372, 0.0077650372, 0.0077650372, 1.2613935, 1.2613935, 1.2613935, 0.00071874179, 0.20939711, 1.8878788
1, 7640, 0.90930821, 36.627417, 0.013973634, 0.41612327, 0.0071970632, 1.2225472, 0.0072617409, 1.2257591, 0, 0, 0.0072617409, 0.0072617409, 0.0072617409, 1.2257591, 1.2257591, 1.2257591, 0.00062330958, 0.20556423, 1.8878788
1, 7444, 0.49397415, 32.727922, 0.011450399, 0.86947662, 0.0072030106, 1.2160091, 0.0072825567, 1.2190912, 0, 0, 0.0072825567, 0.0072825567, 0.0072825567, 1.2190912, 1.2190912, 1.2190912, 0.00068852259, 0.20560665, 1.8878788
1, 7152, 0.78857734, 32.142135, 0.011495082, 0.61493558, 0.0063555101, 1.1796027, 0.0063488193, 1.1794606, 0, 0, 0.0063488193, 0.0063488193, 0.0063488193, 1.1794606, 1.1794606, 1.1794606, 0.00057600223, 0.19929049, 1.8878788
1, 8549, 0.69380089, 41.455844, 0.015997287, 0.72016686, 0.0074193462, 1.2846998, 0.0073531817, 1.2823431, 0, 0, 0.0073531817, 0.0073531817, 0.0073531817, 1.2823431, 1.2823431, 1.2823431, 0.00056729227, 0.2050321, 1.8878788
1, 84708, 0.94821581, 376.57568, 0.13322025, 0.31762677, 0.14464225, 4.5526414, 0.13685133, 4.4508941, 0, 0, 0.13685133, 0.13685133, 0.13685133, 4.4508941, 4.4508941, 4.4508941, 0.014565167, 0.091480204, 1.8893939
1, 6801, 0.83707706, 30.142135, 0.010630786, 0.54708499, 0.0063516902, 1.1658048, 0.0063930645, 1.1686182, 0, 0, 0.0063930645, 0.0063930645, 0.0063930645, 1.1686182, 1.1686182, 1.1686182, 0.00045717892, 0.0083024727, 1.8893939
1, 36714, 0.53885596, 165.92388, 0.059672773, 0.84239793, 0.059896653, 2.9289346, 0.057094285, 2.8782706, 0, 0, 0.057094285, 0.057094285, 0.057094285, 2.8782706, 2.8782706, 2.8782706, 0.0069538243, 0.041505542, 1.8893939
1, 10221, 0.78310158, 51.112698, 0.02034016, 0.62189382, 0.009450328, 1.4119162, 0.0092464119, 1.4041211, 0, 0, 0.0092464119, 0.0092464119, 0.0092464119, 1.4041211, 1.4041211, 1.4041211, 0.00076084153, 0.010008251, 1.8893939
1, 6319, 0.51367209, 27.313708, 0.0093951369, 0.85798657, 0.0054614044, 1.092205, 0.0054133807, 1.0904345, 0, 0, 0.0054133807, 0.0054133807, 0.0054133807, 1.0904345, 1.0904345, 1.0904345, 0.00046838986, 0.007948713, 1.8893939
1, 17484, 0.67323993, 76.769552, 0.026824235, 0.73942411, 0.020909525, 1.896444, 0.020811261, 1.8944955, 0, 0, 0.020811261, 0.020811261, 0.020811261, 1.8944955, 1.8944955, 1.8944955, 0.0023692353, 0.017335204, 1.8893939
1, 6553, 0.43196306, 29.556349, 0.01060844, 0.90189129, 0.0060192184, 1.1276046, 0.0059793217, 1.1258146, 0, 0, 0.0059793217, 0.0059793217, 0.0059793217, 1.1258146, 1.1258146, 1.1258146, 0.00051263336, 0.0082511467, 1.8893939
1, 14942, 0.78695648, 70.426406, 0.026415112, 0.61700851, 0.018128582, 1.8046741, 0.017484326, 1.7813983, 0, 0, 0.017484326, 0.017484326, 0.017484326, 1.7813983, 1.7813983, 1.7813983, 0.0016829855, 0.015043075, 1.8893939
1, 9905, 0.52295909, 47.698484, 0.018278679, 0.8523578, 0.011176965, 1.4607848, 0.011039543, 1.4541939, 0, 0, 0.011039543, 0.011039543, 0.011039543, 1.4541939, 1.4541939, 1.4541939, 0.00094436272, 0.010998389, 1.8893939
1, 52405, 0.72410855, 235.865, 0.084478157, 0.689686, 0.084999756, 3.5908703, 0.08269979, 3.5493434, 0, 0, 0.08269979, 0.08269979, 0.08269979, 3.5493434, 3.5493434, 3.5493434, 0.0081356885, 0.05397322, 1.8893939
1, 7178, 0.17742074, 30.727922, 0.010467743, 0.98413509, 0.0075330736, 1.2138604, 0.0073734871, 1.204795, 0, 0, 0.0073734871, 0.0073734871, 0.0073734871, 1.204795, 1.204795, 1.204795, 0.00064171682, 0.0090473499, 1.8893939
1, 16417, 0.78804046, 75.597979, 0.027702356, 0.61562347, 0.018468443, 1.8544337, 0.018093858, 1.8423146, 0, 0, 0.018093858, 0.018093858, 0.018093858, 1.8423146, 1.8423146, 1.8423146, 0.001646884, 0.015030406, 1.8893939
1, 37293, 0.62134933, 180.30866, 0.069373877, 0.78353369, 0.04631998, 2.7656139, 0.045518353, 2.753668, 0, 0, 0.045518353, 0.045518353, 0.045518353, 2.753668, 2.753668, 2.753668, 0.0054922258, 0.032581634, 1.8893939
1, 7311, 0.52746104, 34.384776, 0.012869028, 0.84957922, 0.0063265701, 1.1627247, 0.0062903676, 1.1613926, 0, 0, 0.0062903676, 0.0062903676, 0.0062903676, 1.1613926, 1.1613926, 1.1613926, 0.00056546327, 0.0083200146, 1.8893939
1, 19211, 0.92541602, 91.396969, 0.034602203, 0.37895274, 0.016950893, 1.8957845, 0.0168711, 1.8941379, 0, 0, 0.0168711, 0.0168711, 0.0168711, 1.8941379, 1.8941379, 1.8941379, 0.0015155553, 0.013622188, 1.8893939
1, 17677, 0.95749682, 93.396969, 0.039268755, 0.28844383, 0.014853365, 1.8261423, 0.014936853, 1.8286227, 0, 0, 0.014936853, 0.014936853, 0.014936853, 1.8286227, 1.8286227, 1.8286227, 0.0010049328, 0.012371847, 1.8893939
1, 10804, 0.88359794, 47.213203, 0.016418463, 0.4682464, 0.010164034, 1.4434667, 0.010079069, 1.4410589, 0, 0, 0.010079069, 0.010079069, 0.010079069, 1.4410589, 1.4410589, 1.4410589, 0.00096820993, 0.010439975, 1.8893939
1, 7908, 0.6178826, 33.556349, 0.011331121, 0.78627038, 0.0069686102, 1.2095199, 0.0069626996, 1.2093721, 0, 0, 0.0069626996, 0.0069626996, 0.0069626996, 1.2093721, 1.2093721, 1.2093721, 0.00062926038, 0.0051891267, 1.8893939
1, 30438, 0.64212052, 136.95332, 0.049036463, 0.76660371, 0.037244237, 2.4912782, 0.036495806, 2.4782301, 0, 0, 0.036495806, 0.036495806, 0.036495806, 2.4782301, 2.4782301, 2.4782301, 0.0043084291, 0.02684254, 1.8893939
1, 6249, 0.71274177, 25.899495, 0.0085420517, 0.70142651, 0.0055286376, 1.0824516, 0.0056113862, 1.0869385, 0, 0, 0.0056113862, 0.0056113862, 0.0056113862, 1.0869385, 1.0869385, 1.0869385, 0.00045502197, 0.007950662, 1.8893939
1, 6072, 0.51476607, 25.899495, 0.0087910542, 0.85733068, 0.0058478106, 1.0938459, 0.0059179991, 1.0980491, 0, 0, 0.0059179991, 0.0059179991, 0.0059179991, 1.0980491, 1.0980491, 1.0980491, 0.00051023136, 0.0081660365, 1.8893939
1, 10492, 0.59874613, 44.970562, 0.015338698, 0.80093884, 0.011728868, 1.472201, 0.011743645, 1.4732053, 0, 0, 0.011743645, 0.011743645, 0.011743645, 1.4732053, 1.4732053, 1.4732053, 0.0011517404, 0.011524643, 1.8893939
1, 21205, 0.72618397, 97.497474, 0.035672914, 0.68750042, 0.023717804, 2.0874829, 0.022925782, 2.0678125, 0, 0, 0.022925782, 0.022925782, 0.022925782, 2.0678125, 2.0678125, 2.0678125, 0.0023092972, 0.018310074, 1.8893939
1, 23279, 0.89259885, 111.05382, 0.042159247, 0.45085174, 0.026188439, 2.1853232, 0.025423754, 2.1662371, 0, 0, 0.025423754, 0.025423754, 0.025423754, 2.1662371, 2.1662371, 2.1662371, 0.0024333333, 0.019627334, 1.8893939
1, 11454, 0.7186815, 51.455844, 0.018395109, 0.69533944, 0.010027351, 1.4924448, 0.010007403, 1.4916588, 0, 0, 0.010007403, 0.010007403, 0.010007403, 1.4916588, 1.4916588, 1.4916588, 0.00067210267, 0.010049182, 1.8893939
1, 12735, 0.70903859, 61.355338, 0.023523173, 0.70516968, 0.012656096, 1.6112392, 0.012675305, 1.6131153, 0, 0, 0.012675305, 0.012675305, 0.012675305, 1.6131153, 1.6131153, 1.6131153, 0.0010009485, 0.0115633, 1.8893939
1, 8521, 0.71156658, 38.384776, 0.013759973, 0.70261866, 0.0083553873, 1.299479, 0.0084772936, 1.3073485, 0, 0, 0.0084772936, 0.0084772936, 0.0084772936, 1.3073485, 1.3073485, 1.3073485, 0.00064996188, 0.0093819436, 1.8893939
1, 21659, 0.72454589, 97.740114, 0.035099216, 0.68922657, 0.02901445, 2.2259984, 0.028835654, 2.2217728, 0, 0, 0.028835654, 0.028835654, 0.028835654, 2.2217728, 2.2217728, 2.2217728, 0.0026606608, 0.021000143, 1.8893939
1, 9663, 0.33922219, 45.455844, 0.017016005, 0.94070625, 0.011152584, 1.446827, 0.011127464, 1.4457575, 0, 0, 0.011127464, 0.011127464, 0.011127464, 1.4457575, 1.4457575, 1.4457575, 0.00094456028, 0.011013981, 1.8893939
1, 9648, 0.89427629, 44.04163, 0.015998513, 0.44751528, 0.01008498, 1.4093808, 0.010039911, 1.4075989, 0, 0, 0.010039911, 0.010039911, 0.010039911, 1.4075989, 1.4075989, 1.4075989, 0.00086154969, 0.010432178, 1.8893939
1, 8627, 0.69395845, 37.556349, 0.013010592, 0.72001505, 0.0081958008, 1.2949572, 0.0079881906, 1.2879823, 0, 0, 0.0079881906, 0.0079881906, 0.0079881906, 1.2879823, 1.2879823, 1.2879823, 0.00078247365, 0.0095690563, 1.8893939
1, 7668, 0.85212243, 38.284271, 0.015210686, 0.52334249, 0.0072730067, 1.2300737, 0.0072072511, 1.2267098, 0, 0, 0.0072072511, 0.0072072511, 0.0072072511, 1.2267098, 1.2267098, 1.2267098, 0.00057728414, 0.0088339246, 1.8893939
1, 19233, 0.93371012, 87.254833, 0.031500837, 0.3580299, 0.019465119, 1.9709229, 0.019220568, 1.9630933, 0, 0, 0.019220568, 0.019220568, 0.019220568, 1.9630933, 1.9630933, 1.9630933, 0.001536464, 0.015177237, 1.8893939
1, 8417, 0.76802015, 38.384776, 0.013929991, 0.64042568, 0.0080864545, 1.2925817, 0.008020699, 1.289448, 0, 0, 0.008020699, 0.008020699, 0.008020699, 1.289448, 1.289448, 1.289448, 0.00064624147, 0.0092640237, 1.8893939
1, 24055, 0.38793592, 104.08326, 0.03583823, 0.92168635, 0.036547524, 2.3305523, 0.035892185, 2.3194963, 0, 0, 0.035892185, 0.035892185, 0.035892185, 2.3194963, 2.3194963, 2.3194963, 0.0046396037, 0.02734573, 1.8893939
1, 7020, 0.64248858, 32.384776, 0.011888712, 0.76629525, 0.0059468134, 1.1420446, 0.0059719335, 1.1433156, 0, 0, 0.0059719335, 0.0059719335, 0.0059719335, 1.1433156, 1.1433156, 1.1433156, 0.00046738441, 0.0080841747, 1.8893939
1, 6380, 0.7668543, 28.142135, 0.0098783305, 0.64182121, 0.0050299299, 1.0798179, 0.0050173698, 1.0795432, 0, 0, 0.0050173698, 0.0050173698, 0.0050173698, 1.0795432, 1.0795432, 1.0795432, 0.00045106455, 0.0076072974, 1.8893939
1, 10271, 0.56071278, 43.79899, 0.01486297, 0.82801038, 0.010110839, 1.408193, 0.010023657, 1.4050973, 0, 0, 0.010023657, 0.010023657, 0.010023657, 1.4050973, 1.4050973, 1.4050973, 0.00096153485, 0.010453618, 1.8893939
1, 6158, 0.75565192, 27.556349, 0.0098128193, 0.65497339, 0.0055862661, 1.0833253, 0.0055493248, 1.0815194, 0, 0, 0.0055493248, 0.0055493248, 0.0055493248, 1.0815194, 1.0815194, 1.0815194, 0.00047467128, 0.0079565093, 1.8893939
1, 11713, 0.5809322, 59.597979, 0.024131541, 0.81395197, 0.009041757, 1.4736613, 0.0090653994, 1.4739629, 0, 0, 0.0090653994, 0.0090653994, 0.0090653994, 1.4739629, 1.4739629, 1.4739629, 0.00074535125, 0.0095027872, 1.8893939
1, 53200, 0.8979481, 260.63456, 0.10161141, 0.44010139, 0.06263031, 3.285255, 0.064301536, 3.3056388, 0, 0, 0.064301536, 0.064301536, 0.064301536, 3.3056388, 3.3056388, 3.3056388, 0.007873659, 0.043674879, 1.8893939
1, 13744, 0.75921119, 64.769552, 0.024289511, 0.65084434, 0.01480608, 1.655645, 0.014789826, 1.6555675, 0, 0, 0.014789826, 0.014789826, 0.014789826, 1.6555675, 1.6555675, 1.6555675, 0.0017643232, 0.013707624, 1.8893939
1, 17299, 0.4488256, 78.426406, 0.028293962, 0.89361936, 0.020394563, 1.8854233, 0.019652781, 1.8680464, 0, 0, 0.019652781, 0.019652781, 0.019652781, 1.8680464, 1.8680464, 1.8680464, 0.0023948757, 0.016985668, 1.8893939
1, 10807, 0.75946701, 48.04163, 0.016994972, 0.65054584, 0.010973788, 1.4735938, 0.010480252, 1.4544335, 0, 0, 0.010480252, 0.010480252, 0.010480252, 1.4544335, 1.4544335, 1.4544335, 0.00096272986, 0.010884042, 1.8893939
1, 8912, 0.71961907, 40.384776, 0.014562982, 0.69436908, 0.0089331495, 1.3428156, 0.0087499206, 1.33416, 0, 0, 0.0087499206, 0.0087499206, 0.0087499206, 1.33416, 1.33416, 1.33416, 0.00073320535, 0.0097753349, 1.8893939
1, 11666, 0.41928962, 52.870057, 0.019067235, 0.90785253, 0.010904338, 1.5236868, 0.01080238, 1.5197062, 0, 0, 0.01080238, 0.01080238, 0.01080238, 1.5197062, 1.5197062, 1.5197062, 0.0008144732, 0.010617991, 1.8893939
1, 7600, 0.32010053, 36.04163, 0.013601456, 0.94738358, 0.0070764789, 1.2211016, 0.0068947276, 1.2125994, 0, 0, 0.0068947276, 0.0068947276, 0.0068947276, 1.2125994, 1.2125994, 1.2125994, 0.00056455203, 0.0087712288, 1.8893939
1, 42687, 0.68503355, 195.72287, 0.071413061, 0.72851151, 0.053320428, 3.0777897, 0.052191453, 3.0526759, 0, 0, 0.052191453, 0.052191453, 0.052191453, 3.0526759, 3.0526759, 3.0526759, 0.0044724299, 0.082658384, 1.8901515
1, 37961, 0.64943946, 180.6518, 0.068412756, 0.76041329, 0.04169228, 2.7447932, 0.041490572, 2.7434611, 0, 0, 0.041490572, 0.041490572, 0.041490572, 2.7434611, 2.7434611, 2.7434611, 0.0051166774, 0.073525924, 1.8901515
1, 19359, 0.70613948, 102.46804, 0.043160259, 0.70807278, 0.015510846, 1.9125937, 0.015537445, 1.9132142, 0, 0, 0.015537445, 0.015537445, 0.015537445, 1.9132142, 1.9132142, 1.9132142, 0.0009679487, 0.033778649, 1.8901515
1, 9278, 0.66687715, 41.79899, 0.014985365, 0.74516767, 0.0088271368, 1.3459392, 0.0088190093, 1.3457831, 0, 0, 0.0088190093, 0.0088190093, 0.0088190093, 1.3457831, 1.3457831, 1.3457831, 0.00075586926, 0.027605171, 1.8901515
1, 5794, 0.549524, 25.313708, 0.008800821, 0.83547795, 0.0053833195, 1.0586998, 0.0053168223, 1.0562211, 0, 0, 0.0053168223, 0.0053168223, 0.0053168223, 1.0562211, 1.0562211, 1.0562211, 0.00052050705, 0.02350665, 1.8901515
1, 17169, 0.83318575, 75.355338, 0.02631923, 0.55299324, 0.020582368, 1.8966499, 0.02056168, 1.8968266, 0, 0, 0.02056168, 0.02056168, 0.02056168, 1.8968266, 1.8968266, 1.8968266, 0.0021763991, 0.043777511, 1.8901515
1, 15513, 0.65715495, 71.941125, 0.026549038, 0.75375551, 0.015420706, 1.7362312, 0.015322438, 1.7346987, 0, 0, 0.015322438, 0.015322438, 0.015322438, 1.7346987, 1.7346987, 1.7346987, 0.0019392283, 0.036889618, 1.8901515
1, 5830, 0.79815786, 26.142135, 0.0093283257, 0.60244834, 0.0051505793, 1.0500723, 0.0051638787, 1.0507074, 0, 0, 0.0051638787, 0.0051638787, 0.0051638787, 1.0507074, 1.0507074, 1.0507074, 0.0004596787, 0.023128517, 1.8901515
1, 9918, 0.82433744, 49.941125, 0.02001164, 0.56609875, 0.0084909564, 1.3732124, 0.0085256827, 1.3744397, 0, 0, 0.0085256827, 0.0085256827, 0.0085256827, 1.3744397, 1.3744397, 1.3744397, 0.00065830199, 0.026754188, 1.8901515
1, 29046, 0.73488538, 133.88225, 0.049107724, 0.6781913, 0.03716382, 2.4890999, 0.037135004, 2.490977, 0, 0, 0.037135004, 0.037135004, 0.037135004, 2.490977, 2.490977, 2.490977, 0.0043203151, 0.067625582, 1.8901515
1, 11228, 0.79389531, 53.112698, 0.019993299, 0.60805446, 0.0095792942, 1.4581801, 0.0095445679, 1.4572753, 0, 0, 0.0095445679, 0.0095445679, 0.0095445679, 1.4572753, 1.4572753, 1.4572753, 0.000778922, 0.017115837, 1.8901515
1, 8093, 0.74776505, 37.79899, 0.014048856, 0.66396344, 0.007831895, 1.2623872, 0.0077203275, 1.2581847, 0, 0, 0.0077203275, 0.0077203275, 0.0077203275, 1.2581847, 1.2581847, 1.2581847, 0.00073747127, 0.026527308, 1.8901515
1, 15272, 0.70505634, 73.84062, 0.028410893, 0.70915127, 0.015214564, 1.7578415, 0.015164322, 1.7561417, 0, 0, 0.015164322, 0.015164322, 0.015164322, 1.7561417, 1.7561417, 1.7561417, 0.0011943475, 0.034919656, 1.8901515
1, 9599, 0.811466, 43.213203, 0.015480931, 0.58439964, 0.0087140915, 1.3694853, 0.0086882315, 1.3684592, 0, 0, 0.0086882315, 0.0086882315, 0.0086882315, 1.3684592, 1.3684592, 1.3684592, 0.00065373827, 0.026972991, 1.8901515
1, 6372, 0.75926495, 28.970562, 0.010481615, 0.65078163, 0.0060165209, 1.1213584, 0.0059758837, 1.11896, 0, 0, 0.0059758837, 0.0059758837, 0.0059758837, 1.11896, 1.11896, 1.11896, 0.00047303416, 0.023933977, 1.8901515
1, 6043, 0.48834384, 27.556349, 0.00999956, 0.87265128, 0.0060283426, 1.1093922, 0.0059374631, 1.1036941, 0, 0, 0.0059374631, 0.0059374631, 0.0059374631, 1.1036941, 1.1036941, 1.1036941, 0.00048647818, 0.024021352, 1.8901515
1, 7358, 0.94393896, 31.313708, 0.010604724, 0.33012006, 0.0068920676, 1.2113256, 0.006843303, 1.2084398, 0, 0, 0.006843303, 0.006843303, 0.006843303, 1.2084398, 1.2084398, 1.2084398, 0.00049730559, 0.024859852, 1.8901515
1, 8145, 0.68790464, 37.213203, 0.013529855, 0.72580105, 0.0073405544, 1.2588357, 0.0071935217, 1.2518381, 0, 0, 0.0071935217, 0.0071935217, 0.0071935217, 1.2518381, 1.2518381, 1.2518381, 0.0005503819, 0.025458257, 1.8901515
