status, area, compactness, avg. boundary intensity, min. boundary intensity, max. boundary intensity, mean hue, mean saturation, mean intensity, mean gradient magnitude, energy, entropy, ratio
1, 6723, 0.0075847028, 0.014780372, 255, 6.8958333, 6.8958333, 183.25, 149.375, 0.0026511504, 0.0017264668, 0.84621212
1, 10862, 0.014816205, 0.023879875, 255, 4.7096774, 4.7096774, 204.41935, 182.24194, 0.0038199954, 0.0020822184, 0.84621212
-1, 71695, 0.053467771, 0.15761993, 255, 9.9779221, 9.9779221, 157.72597, 86.246753, 0.036605225, 0.022666769, 0.84621212
-1, 32709, 0.035997547, 0.071910038, 255, 8.4090909, 8.4090909, 147.54848, 112.84848, 0.014675667, 0.0099302549, 0.84621212
-1, 76675, 0.1003679, 0.16856835, 255, 6.795122, 6.795122, 166.41951, 134.08293, 0.030848106, 0.01704484, 0.84621212
-1, 15898, 0.0348975, 0.034951414, 255, 3.4186047, 3.4186047, 208.95349, 182.16279, 0.0054162315, 0.0026632925, 0.84621212
-1, 16881, 0.031200681, 0.037112518, 255, 2.3414634, 2.3414634, 223.23171, 197.14634, 0.0055172019, 0.0024772212, 0.84621212
-1, 91938, 0.14959526, 0.20212373, 255, 8.6185738, 8.6185738, 181.03151, 174.46103, 0.032901873, 0.01639585, 0.84621212
-1, 15225, 0.029600676, 0.033471837, 255, 5.8095238, 5.8095238, 202.21429, 197.83333, 0.0051196499, 0.0026489522, 0.84621212
-1, 202233, 0.25723134, 0.44460493, 255, 8.9501025, 8.9501025, 171.79768, 148.05468, 0.075754904, 0.035830233, 0.84621212
-1, 26131, 0.042042755, 0.057448446, 255, 7.3466667, 7.3466667, 191.77333, 174.52667, 0.0086701901, 0.0045809606, 0.84621212
-1, 181408, 0.20661406, 0.39882162, 255, 9.6179922, 9.6179922, 153.9824, 119.5189, 0.071194359, 0.041287474, 0.84621212
-1, 153119, 0.17036271, 0.33662885, 255, 12.003487, 12.003487, 141.37029, 123.03417, 0.061102144, 0.03752955, 0.84621212
-1, 89442, 0.12616915, 0.19663633, 255, 8.0708861, 8.0708861, 148.57848, 122.01013, 0.035377908, 0.021321539, 0.84621212
-1, 19025, 0.029331385, 0.041826056, 255, 6.2406015, 6.2406015, 170.39098, 196.71429, 0.0068304195, 0.0041627563, 0.84621212
-1, 84140, 0.10485109, 0.18497999, 255, 9.5113501, 9.5113501, 136.37515, 123.9307, 0.034404071, 0.022947414, 0.84621212
-1, 38598, 0.069483156, 0.084856879, 255, 4.8009259, 4.8009259, 197.06019, 183.60648, 0.012829265, 0.0062246663, 0.84621212
-1, 30251, 0.05534887, 0.066506178, 255, 3.3081761, 3.3081761, 206.57862, 190.93711, 0.0098999188, 0.0046215756, 0.84621212
-1, 10309, 0.020825541, 0.022664116, 255, 0.76744186, 0.76744186, 244.2093, 210.34884, 0.0031650444, 0.0013043806, 0.84621212
-1, 7133, 0.011525701, 0.015681748, 255, 2.1176471, 2.1176471, 222.67647, 202.35294, 0.0022819304, 0.0011078031, 0.84621212
-1, 12619, 0.025118788, 0.027742602, 255, 2.1864407, 2.1864407, 227.11864, 209.13559, 0.0040388148, 0.0017968622, 0.84621212
-1, 13357, 0.021651562, 0.029365079, 255, 4.675, 4.675, 189.5125, 182.175, 0.0045695874, 0.0025746482, 0.84621212
-1, 15277, 0.033406852, 0.033586158, 255, 4.78125, 4.78125, 184.13542, 172.34375, 0.0053279201, 0.0030549627, 0.84621212
-1, 8051, 0.013260286, 0.017699952, 255, 5.0588235, 5.0588235, 183.4902, 175.64706, 0.0028205395, 0.0017229315, 0.84621212
-1, 6722, 0.012868986, 0.014778174, 255, 3.7222222, 3.7222222, 204.08333, 207.83333, 0.0022144159, 0.0011938092, 0.84621212
-1, 6848, 0.010972176, 0.015055182, 255, 2.5454545, 2.5454545, 219.18182, 198.18182, 0.0021800558, 0.0010756513, 0.84621212
-1, 7059, 0.013786442, 0.015519061, 255, 2.2727273, 2.2727273, 225.18182, 198.87879, 0.0022397338, 0.0010637451, 0.84621212
-1, 7193, 0.010445914, 0.015813657, 255, 2.9189189, 2.9189189, 214.83784, 199.48649, 0.0023958611, 0.0011990148, 0.84621212
-1, 7523, 0.012330493, 0.016539155, 255, 3.275, 3.275, 210.975, 203.8, 0.0025435491, 0.0013112644, 0.84621212
-1, 14253, 0.020127452, 0.031334916, 255, 4.6122449, 4.6122449, 178.29592, 149.62245, 0.0052664337, 0.0031392293, 0.84621212
-1, 47777, 0.059493792, 0.10503671, 255, 6.6845966, 6.6845966, 164.44499, 134.15892, 0.020271836, 0.012765343, 0.84621212
-1, 3144578, 0.29210843, 6.9132876, 255, 19.032446, 19.032446, 135.96456, 31.638048, 0.47175143, 0.77755857, 0.84621212
-1, 82586, 0.059198968, 0.18156356, 255, 8.3170426, 8.3170426, 154.91228, 81.760652, 0.010992592, 0.022459196, 0.84621212
-1, 31090, 0.049075923, 0.068350701, 255, 4.4722222, 4.4722222, 202.61111, 161.87778, 0.0032430015, 0.0054114419, 0.84621212
-1, 55680, 0.049479468, 0.12241129, 255, 8.5571726, 8.5571726, 161.93555, 104.79834, 0.006926258, 0.014059566, 0.84621212
-1, 37612, 0.027605083, 0.082689179, 255, 8.9078947, 8.9078947, 176.80592, 108.65461, 0.0047794924, 0.0094614038, 0.84621212
-1, 19361, 0.016371778, 0.042564745, 255, 7.48, 7.48, 172.82, 131.9, 0.0023051365, 0.004935361, 0.84621212
-1, 29325, 0.042204561, 0.064470386, 255, 5.239521, 5.239521, 199.72455, 166.30539, 0.0029659191, 0.0050017801, 0.84621212
-1, 36394, 0.045572138, 0.080011432, 255, 11.004149, 11.004149, 175.35685, 142.72614, 0.0037579513, 0.0073365257, 0.84621212
-1, 54637, 0.094927685, 0.12011828, 255, 1.7467811, 1.7467811, 240.22747, 155.94421, 0.0049772559, 0.006061851, 0.84621212
-1, 17074, 0.029784847, 0.037536825, 255, 2.2666667, 2.2666667, 235.76, 188.92, 0.0015723266, 0.0022504281, 0.84621212
1, 43438, 0.014213698, 0.095497516, 255, 8.4633028, 8.4633028, 167.20183, 78.75, 0.014726336, 0.014797058, 0.84621212
1, 84847, 0.076298261, 0.18653432, 255, 5.7959815, 5.7959815, 171.62751, 124.23493, 0.022431502, 0.019266821, 0.84621212
-1, 1395197, 0.38619012, 3.0673108, 255, 9.2777549, 9.2777549, 139.02145, 57.055921, 0.40979231, 0.32530192, 0.84621212
-1, 37779, 0.028286129, 0.083056325, 255, 8.1554054, 8.1554054, 184.61149, 105.89865, 0.021913705, 0.0090072853, 0.84621212
-1, 41476, 0.054729816, 0.091184101, 255, 5.7735849, 5.7735849, 201.09811, 142.55094, 0.021370724, 0.0079496754, 0.84621212
-1, 200682, 0.10196329, 0.44119509, 255, 14.986216, 14.986216, 164.23559, 83.816416, 0.1051152, 0.041848414, 0.84621212
-1, 83061, 0.18564152, 0.18260784, 255, 0.47904192, 0.47904192, 251.24251, 191.67964, 0.033651542, 0.0078727426, 0.84621212
-1, 35793, 0.060807418, 0.078690146, 255, 3.295858, 3.295858, 229.79882, 201.17751, 0.015573989, 0.0048864787, 0.84621212
-1, 121457, 0.21336385, 0.26702062, 255, 1.1550696, 1.1550696, 246.90457, 173.2167, 0.049803801, 0.01168721, 0.84621212
-1, 593840, 0.34164401, 1.3055446, 255, 13.953585, 13.953585, 170.54206, 85.480729, 0.3300534, 0.107779, 0.84621212
-1, 29537, 0.042364085, 0.064936464, 255, 4.3292683, 4.3292683, 210.2378, 156.90854, 0.013826748, 0.0049449061, 0.84621212
-1, 76200, 0.090595409, 0.16752407, 255, 11.893822, 11.893822, 184.72394, 123.88031, 0.038372342, 0.014350712, 0.84621212
1, 7727, 0.0097240146, 0.0038573283, 255, 8.3472222, 8.3472222, 155.86111, 134.90278, 0.079724354, 0.00066860393, 1.8863636
1, 9687, 0.013171169, 0.0048357628, 255, 7.9032258, 7.9032258, 149.11828, 157.95699, 0.098522307, 0.00084121746, 1.8863636
1, 8141, 0.010470062, 0.0040639976, 255, 8.3417722, 8.3417722, 147.51899, 133.02532, 0.082793407, 0.00069669058, 1.8863636
1, 23877, 0.029286086, 0.011919429, 255, 9.8668831, 9.8668831, 132.51948, 109.24026, 0.28996874, 0.0026019369, 1.8863636
-1, 32252, 0.028458862, 0.01610024, 255, 8.7258486, 8.7258486, 148.98695, 90.007833, 0.58426253, 0.0030004543, 1.8901515
1, 23877, 0.029286086, 0.011919429, 255, 9.8668831, 9.8668831, 132.51948, 109.24026, 0.28996874, 0.0026019369, 1.8863636
1, 8141, 0.010470062, 0.0040639976, 255, 8.3417722, 8.3417722, 147.51899, 133.02532, 0.082793407, 0.00069669058, 1.8863636
1, 9687, 0.013171169, 0.0048357628, 255, 7.9032258, 7.9032258, 149.11828, 157.95699, 0.098522307, 0.00084121746, 1.8863636
1, 7727, 0.0097240146, 0.0038573283, 255, 8.3472222, 8.3472222, 155.86111, 134.90278, 0.079724354, 0.00066860393, 1.8863636
1, 13967, 0.024081117, 0.0069723442, 255, 9.2051282, 9.2051282, 150.23077, 140.62179, 0.027715887, 0.0013379232, 1.8878788
1, 15027, 0.023366807, 0.0075014976, 255, 9.1052632, 9.1052632, 156.77632, 133.44079, 0.02818184, 0.0013104696, 1.8878788
1, 8776, 0.012955492, 0.0043809904, 255, 9.4615385, 9.4615385, 155.92308, 135.03297, 0.016780198, 0.00082567334, 1.8878788
1, 26274, 0.036703418, 0.013116014, 255, 11.466102, 11.466102, 142.32486, 108.42938, 0.059583954, 0.002904387, 1.8878788
1, 10849, 0.017518065, 0.0054158347, 255, 6.9367089, 6.9367089, 180.77215, 183.16456, 0.016888999, 0.00068607338, 1.8878788
1, 12607, 0.018600576, 0.0062934305, 255, 11.615385, 11.615385, 137.63736, 109.17033, 0.029624636, 0.0016119665, 1.8878788
1, 9594, 0.014491789, 0.0047893371, 255, 9.5353535, 9.5353535, 156.75758, 133.37374, 0.018353083, 0.00087223522, 1.8878788
1, 10701, 0.014649872, 0.0053419529, 255, 10.176471, 10.176471, 140.36975, 127.88235, 0.019754488, 0.0010433989, 1.8878788
1, 6102, 0.0093164041, 0.0030461262, 255, 8.3148148, 8.3148148, 151.18519, 164.01852, 0.0096549114, 0.00048272926, 1.8878788
1, 8063, 0.010728677, 0.0040250599, 255, 10.589744, 10.589744, 165.15385, 133.08974, 0.015234514, 0.00070734433, 1.8878788
1, 23807, 0.032316278, 0.011884485, 255, 10.581132, 10.581132, 154.21132, 121.49434, 0.048328958, 0.0022269294, 1.8878788
1, 6201, 0.0097447736, 0.0030955471, 255, 8.0588235, 8.0588235, 171.15686, 161.98039, 0.010323092, 0.0004581227, 1.8878788
1, 6281, 0.0090508992, 0.0031354832, 255, 7.9310345, 7.9310345, 158.91379, 161.22414, 0.010900211, 0.00053084752, 1.8878788
1, 8196, 0.012853683, 0.0040914537, 255, 6.7692308, 6.7692308, 169.09231, 171.43077, 0.012998179, 0.00057195371, 1.8878788
1, 7403, 0.0097663081, 0.0036955871, 255, 9.974026, 9.974026, 158.28571, 129.90909, 0.014413775, 0.0007145729, 1.8878788
1, 5712, 0.00795755, 0.0028514377, 255, 7.98, 7.98, 161.82, 153.8, 0.0095685801, 0.00045785288, 1.8878788
1, 7189, 0.010057029, 0.003588758, 255, 9.1066667, 9.1066667, 151.76, 128.72, 0.013460583, 0.00067952572, 1.8878788
1, 8573, 0.012521317, 0.0042796526, 255, 8.925, 8.925, 158.1875, 160.375, 0.014966059, 0.00070671912, 1.8878788
1, 32251, 0.050695592, 0.01609974, 255, 11.067285, 11.067285, 147.84455, 110.0232, 0.075357743, 0.0035855998, 1.8878788
